review,aspect
"O hotel é super luxuoso !!!! Muito lindo e tudo muito limpo !   Tem transfer para ir ao Cesar e ao Wynn de 15 em 15 min .   A única coisa que não gostamos foi ter que pagar uma taxa de 15 dólares por dia por quarto . Com este valor , que é obrigatório esta tudo incluso como internet , academia , ... Mas ficamos chateados por não saber disto quando compramos. E a localização que fica um pouco distante dos principais hotéis , mas nada que atrapalhe !","['hotel', 'quarto']"
"Hotel bem localizado, próximo ao central park, com estação de metro há 2 mim de caminhada. Os quartos e banheiro eram de tamanho razoável, com a cama bem confortável. Staffs muito simpáticos, principalmente Patrícia. Única ressalva fica por conta do ar condicionado que era barulhento e chegava a atrapalhar o sono","['cama', 'hotel', 'quarto']"
"EScolhemos o Tropicana após uma indicação através de um fórum da internet. Nos surpreendemos!! Quarto espaçoso, cama super confortável, tudo novinho, muito limpo, banheiro grande (só aquela banheira q os americanos insistem em usar que poderia ser melhor)... Voltaremos em outubro de 2011 e já reservamos lá novamente.    O cassino é muito legal e foi o único lugar onde conseguimos ganhar algum $$$ nas maquininhas!!!","['cassino', 'quarto', 'cama', 'banheira']"
"Bem localizado, acesso fácil a Broadway, Rockefeller Center e a Times Square, quartos limpos, café da manhã excelente com muita variedade e boas opções, os cookies disponibilizados no fim da tarde faziam a diferença, senti falta de uma lavanderia como existem em outros Hampton Inn. Custo benefício ótimo","['café da manhã', 'lavanderia', 'quarto']"
"Na verdade o hotel tem excelente localização,o tratamento não difere dos outros hoteis da rede mas o quarto é minúsculo e o banheiro nem se fala e o pior é o ar condicionado que não funciona numa Paris já com termômetros em cerca de 28 - 30º, e a explicação que foi dada na recepção não convence ninguem.","['localização', 'hotel']"
"O hotel neste momento passou a 3 estrelas.  A sua localização é excelente (a apenas 15 minutos a pé da Torre Eiffel e a 10 minutos dos Invalides).  Os quartos, apesar de pequenos (como na maioria dos hotéis em Paris) estão renovados e limpos.  O pequeno almoço é continental.  Room Tip: Quarto nº21","['hotel', 'localização', 'quarto']"
"Ficamos num quarto recentemente reformado. O elevador pode assustar quem Ã© claustrofÃ³bico, entÃ£o opte por andares mais baixos. O quarto Ã© pequeno, mas dentro dos padrÃµes da Europa. HÃ¡ supermercados perto e vÃ¡rios restaurantes. Para quem estiver disposto a ficar em Montparnasse Ã© uma Ã³tima opÃ§Ã£o.","['elevador', 'quarto']"
O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade. Fica a 100 metros do Metro da Montparnase. Os brasileiros vão se sentir em casa pelo fato de alguns atendentes falarem português. O portugês Paulo é fantástico e sempre ajuda.  Já em duas oportunidades não fique hospedado Aviatic e recomendo.,"['hotel', 'conforto']"
"Hotel aconchegante, confortável e econômico. É possível conhecer grande parte dos pontos turísticos sem precisar de taxi. Gostei da vizinhança e da visão para um parque.  Boa localização, perto da Times Square, 5a Avenida e da Broadway.   Indico.  Room Tip: Chuveiro duplo muito relaxante após um dia cansativo.","['localização', 'chuveiro', 'hotel', 'parque']"
"O hotel é muito confortável, os funcionários são extremamente solícitos e simpáticos. A localização é perfeita, próxima a Times Square, quase em frente da Public Library e do Bryant Park. A única parte ruim é que o hotel não dispõe de frigobar nos quartos e também ão há café da manhã, mas isso é comum para NY. Com certeza me hospedaria lá novamente!","['hotel', 'quarto', 'café da manhã', 'localização', 'funcionários', 'frigobar']"
"Fiquei agradavelmente surpreendido (americano é meio seco) mas todo o pessoal da recepção foi muito atencioso e simpatico. O toque especial foi o Cesar, recepcionista brasileiro que já está há dez anos em New York. . Como mineiro, sabe receber muito nem, e vai ajudar você em qualquer dificuldade, alem de dar dicas preciosas de como aproveitar melhor a estadia. Fiquei no Intercontinental e pretendo voltar sempre. Gostei muito.",['recepção']
"Ótimo hotel, simplesmente maravilhoso! quarto limpo e organizado, serviço excelente. Tivemos um problema na chegada, o banheiro estava entupido, informamos a recepção do hotel que logo enviou um senhor multi uso, com um carrinho e radio comunicador....super equipado, em segundos resolveu nosso problema. Estacionamento com valet cortesia. Por não ter casino, o hotel se torna mais privativo e tranquilo.","['serviço', 'hotel', 'quarto', 'recepção']"
"O hotel é charmoso e aconchegante. Tem um ótimo café da manhã e um bom atendimento. Apenas os garçons do restaurante que se atrapalham qdo não falamos em francês. A localização é perfeita, apenas uma quadra da Champs Elysses, sendo possível fazer todas as compras caminhando. Do Arco do Triunfo a maravilhosa roda gigante tudo se torna perto. Recomendo o hotel, nota 10!!!","['hotel', 'localização', 'atendimento', 'café da manhã']"
"maravilhoso ,um hotel fantástico e barato.quartos grandes ,da para umas 6 pessoas,muito limpo,aconchegante e maravilhoso. tem uma piscina linda , só tenha cuidado que ele e tao grande que da para se perder ,tem duas torres parecidas e é muito fácil se atrapalhar,porem e um hotel para ir uma vez na vida ou milhares de vezes ,pois vc não pode morrer antes de estar em Venetian  Room Tip: lindo ,limpo e grande","['hotel', 'piscina']"
"Hotel simples, quarto beeem pequeno, banheiro idem (com chuveiro quase em cima do vaso sanitário, sem box), limpo, ar condicionado split, ótimo pra quem precisa dar voltas no centro de POA, e dormir. Cama bem macia, quarto bem silencioso. Sem frescura. Obs:. Diária individual R$ 100,00.","['quarto', 'hotel', 'chuveiro']"
"Um Hotel charmoso e elegante, bem parisiense!!!!!. Meu marido e eu passamos nosso aniversário de casamento, em Paris, cidade que adoro e acho muito romantica. Perfeita para uma comemoração a dois. Para mim, que conheço muito esta cidade linda, jantar e sair a pé, admirando os monumentos iluminados, a Tour Eiffel, deslumbrante, o Arco do Triunfo, é uma das melhores experiencias da minha vida.","['hotel', 'cidade']"
"Hotel com portaria 24 horas, wifi grátis e boa, eu por exemplo usei o skype sem problemas. Tem cofre no quarto, o que é muito bom para deixar dinheiro e documentos. A melhor qualidade do hotel é a limpeza, excelente. Ele fica a 13 minutos de duas estações, Convention e Plaisance do metro. Tem maravilhosas docerias e padarias além dos cafés. Perto da estacao Convention tem um McDonalds e KFC. A única coisa é que falta um frigobar no quarto.","['hotel', 'limpeza']"
"Prédio típico parisiense, traz um aspecto de velho, mas não tivemos problema com a limpeza.Há escada e elevador para quem precisa ir até o último andar, acho que ao todo são 5. O quarto é pequeno, mas ok. Há cama de casal, ar condicionado, televisão e frigobar. O banheiro é ótimo, há chuveiro e há limpeza frequente.O staff é simpático e atencioso. O café da manhã é pago, por isso não provamos.    O melhor desse hotel é sua perfeita localização! Vale muito a pena!","['localização', 'limpeza']"
"Perto de tudo. Atendimento do staff muito atencioso. Destaco a delicadeza e eficiência das funcionárias Run Run, Rita (que falava português) e Carolina (uma brasileira muito gentil do restaurante), Confortável. Ao fazer a reserva pedi quarto com vista. Ficamos em um quarto no 27 andar, muito amplo, mas a vista não era ampla, víamos apenas outros prédios, que não chegavam a devassar o quarto. O café da manhã não era dos melhores e era caro. Senti falta de um spa no hotel.","['café da manhã', 'atendimento', 'quarto', 'hotel']"
"Estive neste hotel por 2 dias fazendo um curso pela minha empresa, deram uma lista de hotéis e acabei escolhendo este pela localização, mas acabei me arrependendo muito desta escolha. O quarto era muito ruim, eu entrava de lado (não sou gordo), para entrar no box do banheiro também precisava malabarismo, sem contar um objeto pontiagudo que exite no chão para a porta do box não bater, que pode ocasionar acidentes. O atendimento também foi ruim e o café não chega nem perto ao de outros hotéis da região em que já me hospedei. Como dica, fica a de que virando a esquina existe um hotel muito melhor pelos mesmos preços praticados neste.","['atendimento', 'preço', 'quarto', 'localização', 'hotel']"
"Reformado o hotel está ainda melhor. Bem localizado, próximo a Macys, Empire States Building, Madiso Square Gardem, Pen Satation e a nove quadras de Times Square. Com empregados eficientes e um ótimo restaurante onde é possível experimentar o famoso New York Steak. Bom preço (quando se pensa em Manhatan).","['hotel', 'preço']"
"Caso você procure um hotel localizado em Paris este é o endereço,sempre que vamos a Paris ficamos neste hotel.Fica do outro lado do Museu do Louvre ,perto de excelentes restaurantes,conveniencias e mercados .Metro a 200 metros do hotel.Café da manhã excepcional .Unico detalhe negativo do hotel são os quartos que são pequenos ,mas isto tiramos de letra pois quando se esta em Paris quase não se fica no hotel.","['café da manhã', 'museu']"
"A localização é ótima e o hotel é muito bem conservado. O único aspecto a citar foi a limpeza do quarto. A camareira não arrumava a cama direito e não fazia a reposição dos artigos de banheiro. Toda vez que chegávamos, tarde da noite, tínhamos que solicitar na recepção sabonetes para tomar banho. No último dia, ela deixou uma toalha de banho manchada no quarto. Entretanto, os problemas foram sempre resolvidos com a recepção, que se mostrou muito gentil e prestativa. Recomendaria esse hotel.","['toalha', 'hotel', 'localização']"
"O hotel possui diversas atrações como quase todos os de Las Vegas. Bons restaurantes, Cassino Spa e excelentes apartamentos,que são novos e muito bem equipados. A localização embora não seja a melhor (particularmente prefiro estar próximo à Blvd Las Vegas, onde estão concentradas a grande maioria das atrações)...  Room Tip: É melhor conseguir os apartamentos até no máximo o trigésimo sexto, nesta caso, todos os elevadores...",['hotel']
"Quando estive no Hotel estava em reforma, minha experiência não foi muito boa.O cheio de mofo é horrível.Mas hotel é muito bem localizado, ótimo para quem está indo a cidade a negócios.Para quem deseja sair a noite, não é uma boa opção, região deserta.","['cidade', 'hotel']"
"Estive a negócio para visitar 6 dias de uma feira de maquinas para concreto. Adivinhe, só fui 2 vezes. O Wynn-Encore não me deixava sair, era impossível. Tudo novo e de bom. Suites, cassinos, bares, restaurantes, shows, lojas, funcionários, etc, etc..., é um luxo só.  Já estou preparando meu retorno, em breve. Para mim é o melhor de Las Vegas. Elvio.  Room Tip: Neste hotel todos são bons. Os de nºs pares tem vista um pouco melhor. Na hora de escolher tem para...","['funcionários', 'lojas', 'hotel']"
"Hotel localizado no centro de Porto Alegre, a 15 min do aeroporto. De lá você consegue ir a pé até o Mercado Público, atração turística de Poa, vale a pena, passeio imperdível. Os quartos são pequenos, porém limpos e muito aconchegantes. O wifi é de qualidade e o café da manhã possui guloseimas características do Sul. Levando em consideração o custo benefício...recomendo!!","['quarto', 'hotel', 'café da manhã', 'aeroporto']"
